resource_id,resource_name,resource_type,region,metadata,Environment,Project,Owner
res-1298,Lambda-1298,DynamoDB,ap-southeast-1,Metadata info 1298,Prod,Starforce,
res-1299,RDS-1299,EC2,us-west-2,Metadata info 1299,Prod,Hydra,Danvers
res-1300,DynamoDB-1300,S3,us-west-2,Metadata info 1300,,,Murdock
res-1301,Lambda-1301,RDS,us-east-1,Metadata info 1301,Prod,Hydra,Murdock
res-1302,EC2-1302,EC2,us-east-1,Metadata info 1302,,,Stark
res-1303,CloudFront-1303,DynamoDB,eu-west-1,Metadata info 1303,Dev,SHIELD,Castle
res-1304,S3-1304,CloudFront,us-west-2,Metadata info 1304,,Hydra,Castle
res-1305,EC2-1305,ECS,eu-west-1,Metadata info 1305,Dev,SHIELD,
res-1306,CloudFront-1306,ECS,eu-west-1,Metadata info 1306,Test,Hydra,Danvers
res-1307,RDS-1307,Lambda,eu-west-1,Metadata info 1307,Test,Hydra,Castle
res-1308,S3-1308,DynamoDB,ap-southeast-1,Metadata info 1308,Prod,,Banner
res-1309,DynamoDB-1309,Lambda,us-east-1,Metadata info 1309,,Starforce,Banner
res-1310,S3-1310,Lambda,us-west-2,Metadata info 1310,Test,Starforce,Danvers
res-1311,CloudWatch-1311,RDS,eu-west-1,Metadata info 1311,Dev,Starforce,
res-1312,S3-1312,CloudFront,us-west-2,Metadata info 1312,,SHIELD,Danvers
res-1313,S3-1313,EC2,us-west-2,Metadata info 1313,Test,SHIELD,Stark
res-1314,RDS-1314,S3,us-east-1,Metadata info 1314,Test,Starforce,Stark
res-1315,EC2-1315,CloudFront,us-east-1,Metadata info 1315,Test,Starforce,Danvers
res-1316,Lambda-1316,ECS,ap-southeast-1,Metadata info 1316,Dev,Avengers,Murdock
res-1317,DynamoDB-1317,CloudWatch,us-west-2,Metadata info 1317,Test,,Banner
res-1318,S3-1318,CloudFront,eu-west-1,Metadata info 1318,Dev,Hydra,
res-1319,ECS-1319,Lambda,us-east-1,Metadata info 1319,Test,Avengers,Danvers
res-1320,CloudFront-1320,EC2,us-west-2,Metadata info 1320,Dev,Avengers,Danvers
res-1321,RDS-1321,Lambda,us-west-2,Metadata info 1321,Dev,SHIELD,Danvers
res-1322,EC2-1322,EC2,us-east-1,Metadata info 1322,,Avengers,Danvers
res-1323,CloudWatch-1323,Lambda,eu-west-1,Metadata info 1323,Test,Starforce,Danvers
res-1324,CloudFront-1324,RDS,eu-west-1,Metadata info 1324,,Starforce,Danvers
res-1325,RDS-1325,CloudFront,us-west-2,Metadata info 1325,Test,,Banner
res-1326,DynamoDB-1326,CloudFront,us-west-2,Metadata info 1326,Prod,Starforce,Castle
res-1327,RDS-1327,CloudFront,us-west-2,Metadata info 1327,Dev,Hydra,Danvers
res-1328,DynamoDB-1328,DynamoDB,us-east-1,Metadata info 1328,Test,Hydra,Murdock
res-1329,CloudWatch-1329,ECS,us-west-2,Metadata info 1329,Test,,Stark
res-1330,CloudFront-1330,Lambda,us-west-2,Metadata info 1330,Dev,,Murdock
res-1331,EC2-1331,CloudWatch,us-east-1,Metadata info 1331,,Avengers,Danvers
res-1332,DynamoDB-1332,RDS,ap-southeast-1,Metadata info 1332,Dev,Hydra,Danvers
res-1333,CloudFront-1333,Lambda,us-west-2,Metadata info 1333,Dev,,Danvers
res-1334,RDS-1334,S3,us-west-2,Metadata info 1334,Prod,,Danvers
res-1335,CloudFront-1335,CloudWatch,us-east-1,Metadata info 1335,,Avengers,Stark
res-1336,CloudWatch-1336,DynamoDB,eu-west-1,Metadata info 1336,Test,Hydra,
res-1337,RDS-1337,RDS,us-east-1,Metadata info 1337,Prod,Hydra,Castle
res-1338,S3-1338,RDS,ap-southeast-1,Metadata info 1338,Dev,Starforce,Stark
res-1339,S3-1339,Lambda,ap-southeast-1,Metadata info 1339,,SHIELD,Danvers
res-1340,ECS-1340,ECS,eu-west-1,Metadata info 1340,Test,Hydra,Castle
res-1341,Lambda-1341,Lambda,us-west-2,Metadata info 1341,,,Banner
res-1342,ECS-1342,RDS,eu-west-1,Metadata info 1342,Prod,Starforce,
res-1343,EC2-1343,Lambda,us-west-2,Metadata info 1343,Prod,,Banner
res-1344,Lambda-1344,Lambda,eu-west-1,Metadata info 1344,,Avengers,Banner
res-1345,EC2-1345,RDS,eu-west-1,Metadata info 1345,,Avengers,Banner
res-1346,CloudFront-1346,Lambda,eu-west-1,Metadata info 1346,Prod,Starforce,Castle
res-1347,EC2-1347,DynamoDB,us-west-2,Metadata info 1347,,,Stark
res-1348,Lambda-1348,RDS,us-west-2,Metadata info 1348,Test,Starforce,
res-1349,CloudWatch-1349,ECS,us-east-1,Metadata info 1349,Test,Hydra,Murdock
res-1350,S3-1350,CloudWatch,us-east-1,Metadata info 1350,Test,SHIELD,Castle
res-1351,EC2-1351,RDS,us-west-2,Metadata info 1351,,Starforce,Banner
res-1352,ECS-1352,DynamoDB,ap-southeast-1,Metadata info 1352,,Avengers,Banner
res-1353,EC2-1353,DynamoDB,eu-west-1,Metadata info 1353,Dev,Starforce,
res-1354,DynamoDB-1354,CloudFront,us-west-2,Metadata info 1354,Test,Avengers,Murdock
res-1355,CloudWatch-1355,DynamoDB,eu-west-1,Metadata info 1355,Test,Hydra,Castle
res-1356,Lambda-1356,ECS,us-east-1,Metadata info 1356,Prod,Hydra,Murdock
res-1357,CloudWatch-1357,CloudWatch,us-west-2,Metadata info 1357,,,Castle
res-1358,DynamoDB-1358,CloudFront,us-west-2,Metadata info 1358,Test,Avengers,
res-1359,EC2-1359,S3,ap-southeast-1,Metadata info 1359,Prod,Hydra,
res-1360,DynamoDB-1360,CloudWatch,us-west-2,Metadata info 1360,Dev,SHIELD,Castle
res-1361,CloudWatch-1361,DynamoDB,us-west-2,Metadata info 1361,Test,Hydra,Danvers
res-1362,CloudWatch-1362,S3,us-west-2,Metadata info 1362,,Starforce,Castle
res-1363,EC2-1363,RDS,ap-southeast-1,Metadata info 1363,,SHIELD,Murdock
res-1364,EC2-1364,CloudWatch,us-west-2,Metadata info 1364,Test,Starforce,Banner
res-1365,RDS-1365,EC2,us-east-1,Metadata info 1365,Test,Avengers,Murdock
res-1366,CloudWatch-1366,DynamoDB,us-east-1,Metadata info 1366,Prod,,Banner
res-1367,RDS-1367,EC2,eu-west-1,Metadata info 1367,Dev,Starforce,
res-1368,CloudFront-1368,DynamoDB,eu-west-1,Metadata info 1368,Prod,,Stark
res-1369,CloudWatch-1369,ECS,us-west-2,Metadata info 1369,Prod,Starforce,Stark
res-1370,EC2-1370,S3,us-east-1,Metadata info 1370,Prod,Avengers,Castle
res-1371,DynamoDB-1371,EC2,us-west-2,Metadata info 1371,Dev,Hydra,Banner
res-1372,Lambda-1372,S3,us-east-1,Metadata info 1372,Prod,SHIELD,Castle
res-1373,RDS-1373,ECS,us-west-2,Metadata info 1373,Prod,SHIELD,Banner
res-1374,Lambda-1374,CloudWatch,eu-west-1,Metadata info 1374,Dev,Starforce,Danvers
res-1375,DynamoDB-1375,S3,us-west-2,Metadata info 1375,Test,SHIELD,Castle
res-1376,DynamoDB-1376,RDS,us-west-2,Metadata info 1376,Test,Hydra,Danvers
res-1377,EC2-1377,DynamoDB,us-west-2,Metadata info 1377,,SHIELD,
res-1378,RDS-1378,DynamoDB,us-east-1,Metadata info 1378,Dev,SHIELD,Murdock
res-1379,Lambda-1379,ECS,us-west-2,Metadata info 1379,Test,Starforce,
res-1380,CloudWatch-1380,EC2,eu-west-1,Metadata info 1380,Prod,,Castle
res-1381,EC2-1381,CloudWatch,us-west-2,Metadata info 1381,,,Stark
res-1382,CloudFront-1382,CloudFront,us-east-1,Metadata info 1382,Test,Hydra,Stark
res-1383,Lambda-1383,CloudFront,eu-west-1,Metadata info 1383,,,Stark
res-1384,ECS-1384,EC2,ap-southeast-1,Metadata info 1384,Prod,,Banner
res-1385,CloudFront-1385,Lambda,eu-west-1,Metadata info 1385,Test,Avengers,Banner
res-1386,RDS-1386,CloudWatch,ap-southeast-1,Metadata info 1386,Prod,SHIELD,Banner
res-1387,CloudFront-1387,RDS,eu-west-1,Metadata info 1387,Prod,,Castle
res-1388,ECS-1388,ECS,us-west-2,Metadata info 1388,Prod,Starforce,Banner
res-1389,EC2-1389,DynamoDB,ap-southeast-1,Metadata info 1389,,Starforce,Castle
res-1390,CloudWatch-1390,ECS,eu-west-1,Metadata info 1390,,Hydra,Banner
res-1391,ECS-1391,CloudWatch,us-east-1,Metadata info 1391,,SHIELD,Danvers
res-1392,S3-1392,S3,eu-west-1,Metadata info 1392,Prod,Avengers,Stark
res-1393,DynamoDB-1393,RDS,us-west-2,Metadata info 1393,,,Castle
res-1394,RDS-1394,Lambda,us-east-1,Metadata info 1394,Test,SHIELD,Castle
res-1395,CloudWatch-1395,S3,ap-southeast-1,Metadata info 1395,Prod,Avengers,
res-1396,DynamoDB-1396,Lambda,ap-southeast-1,Metadata info 1396,Test,Avengers,
res-1397,ECS-1397,DynamoDB,us-west-2,Metadata info 1397,Test,,Stark
res-1398,RDS-1398,CloudWatch,us-west-2,Metadata info 1398,Test,Hydra,Castle
res-1399,CloudFront-1399,DynamoDB,us-west-2,Metadata info 1399,Test,Starforce,
res-1400,EC2-1400,RDS,us-east-1,Metadata info 1400,Dev,,
res-1401,CloudWatch-1401,DynamoDB,us-east-1,Metadata info 1401,Dev,,
res-1402,S3-1402,ECS,us-east-1,Metadata info 1402,,,Banner
res-1403,DynamoDB-1403,S3,us-west-2,Metadata info 1403,Test,Avengers,Danvers
res-1404,DynamoDB-1404,CloudFront,ap-southeast-1,Metadata info 1404,,Starforce,Castle
res-1405,DynamoDB-1405,RDS,eu-west-1,Metadata info 1405,Test,Starforce,Banner
res-1406,EC2-1406,ECS,us-west-2,Metadata info 1406,Test,,
res-1407,EC2-1407,CloudFront,us-east-1,Metadata info 1407,,SHIELD,Danvers
res-1408,RDS-1408,RDS,eu-west-1,Metadata info 1408,Dev,Starforce,Danvers
res-1409,DynamoDB-1409,Lambda,us-east-1,Metadata info 1409,Prod,Avengers,Danvers
res-1410,CloudFront-1410,CloudWatch,us-west-2,Metadata info 1410,Test,,Murdock
res-1411,DynamoDB-1411,ECS,us-west-2,Metadata info 1411,Test,,Danvers
res-1412,CloudFront-1412,EC2,ap-southeast-1,Metadata info 1412,,Avengers,Stark
res-1413,CloudWatch-1413,DynamoDB,eu-west-1,Metadata info 1413,,,Danvers
res-1414,Lambda-1414,S3,ap-southeast-1,Metadata info 1414,Dev,,Danvers
res-1415,Lambda-1415,EC2,us-east-1,Metadata info 1415,,,Castle
res-1416,RDS-1416,CloudWatch,ap-southeast-1,Metadata info 1416,,Starforce,Danvers
res-1417,EC2-1417,CloudFront,eu-west-1,Metadata info 1417,Test,Hydra,Danvers
res-1418,ECS-1418,CloudWatch,eu-west-1,Metadata info 1418,Prod,Avengers,Danvers
res-1419,Lambda-1419,RDS,ap-southeast-1,Metadata info 1419,Test,SHIELD,Castle
res-1420,CloudFront-1420,ECS,ap-southeast-1,Metadata info 1420,Test,Hydra,Banner
res-1421,ECS-1421,CloudFront,ap-southeast-1,Metadata info 1421,Prod,Starforce,Stark
res-1422,RDS-1422,EC2,eu-west-1,Metadata info 1422,Dev,,Stark
res-1423,Lambda-1423,CloudWatch,ap-southeast-1,Metadata info 1423,Dev,,Banner
res-1424,RDS-1424,ECS,eu-west-1,Metadata info 1424,Prod,Avengers,
res-1425,ECS-1425,S3,eu-west-1,Metadata info 1425,,Starforce,Banner
res-1426,Lambda-1426,EC2,us-east-1,Metadata info 1426,Dev,SHIELD,Banner
res-1427,CloudWatch-1427,EC2,us-east-1,Metadata info 1427,Dev,Hydra,
res-1428,DynamoDB-1428,CloudWatch,us-west-2,Metadata info 1428,,Starforce,Castle
res-1429,S3-1429,RDS,us-west-2,Metadata info 1429,Test,,
res-1430,ECS-1430,Lambda,us-east-1,Metadata info 1430,Dev,Starforce,Murdock
res-1431,EC2-1431,ECS,ap-southeast-1,Metadata info 1431,Dev,SHIELD,Stark
res-1432,DynamoDB-1432,S3,eu-west-1,Metadata info 1432,Prod,Avengers,Banner
res-1433,CloudFront-1433,ECS,us-west-2,Metadata info 1433,Test,SHIELD,Stark
res-1434,ECS-1434,ECS,ap-southeast-1,Metadata info 1434,,Hydra,Danvers
res-1435,EC2-1435,CloudWatch,us-west-2,Metadata info 1435,Prod,Starforce,Murdock
res-1436,Lambda-1436,DynamoDB,us-east-1,Metadata info 1436,,,Danvers
res-1437,Lambda-1437,RDS,eu-west-1,Metadata info 1437,,Hydra,Danvers
res-1438,CloudWatch-1438,EC2,eu-west-1,Metadata info 1438,Test,Starforce,Danvers
res-1439,Lambda-1439,RDS,us-east-1,Metadata info 1439,Test,Avengers,Murdock
res-1440,ECS-1440,S3,us-west-2,Metadata info 1440,Test,Starforce,
res-1441,EC2-1441,RDS,us-west-2,Metadata info 1441,Prod,SHIELD,
res-1442,S3-1442,EC2,us-east-1,Metadata info 1442,,SHIELD,Castle
res-1443,Lambda-1443,ECS,eu-west-1,Metadata info 1443,Prod,Hydra,Castle
res-1444,Lambda-1444,CloudWatch,ap-southeast-1,Metadata info 1444,Test,SHIELD,Banner
res-1445,DynamoDB-1445,DynamoDB,us-west-2,Metadata info 1445,Test,SHIELD,Banner
res-1446,CloudFront-1446,ECS,ap-southeast-1,Metadata info 1446,Test,,Stark
res-1447,Lambda-1447,ECS,eu-west-1,Metadata info 1447,Test,,Stark
res-1448,CloudWatch-1448,CloudWatch,us-east-1,Metadata info 1448,,Avengers,Banner
res-1449,ECS-1449,EC2,us-west-2,Metadata info 1449,Prod,,Murdock
res-1450,CloudWatch-1450,CloudWatch,ap-southeast-1,Metadata info 1450,Prod,Avengers,Banner
res-1451,Lambda-1451,EC2,eu-west-1,Metadata info 1451,Dev,SHIELD,
res-1452,EC2-1452,EC2,eu-west-1,Metadata info 1452,,,Stark
res-1453,ECS-1453,ECS,us-west-2,Metadata info 1453,Prod,,Murdock
res-1454,DynamoDB-1454,ECS,us-east-1,Metadata info 1454,Test,Hydra,
res-1455,S3-1455,EC2,eu-west-1,Metadata info 1455,Test,Avengers,Castle
res-1456,ECS-1456,ECS,us-east-1,Metadata info 1456,Test,Hydra,
res-1457,ECS-1457,Lambda,us-west-2,Metadata info 1457,Dev,Avengers,Banner
res-1458,S3-1458,ECS,eu-west-1,Metadata info 1458,Dev,SHIELD,Banner
res-1459,ECS-1459,ECS,us-east-1,Metadata info 1459,Prod,Avengers,Castle
res-1460,CloudFront-1460,EC2,us-east-1,Metadata info 1460,,,Murdock
res-1461,RDS-1461,RDS,us-west-2,Metadata info 1461,Prod,SHIELD,Murdock
res-1462,ECS-1462,ECS,eu-west-1,Metadata info 1462,Dev,Avengers,Banner
res-1463,S3-1463,CloudFront,eu-west-1,Metadata info 1463,Prod,Hydra,Murdock
res-1464,CloudWatch-1464,DynamoDB,us-east-1,Metadata info 1464,Prod,,Stark
res-1465,EC2-1465,Lambda,ap-southeast-1,Metadata info 1465,Dev,SHIELD,Stark
res-1466,EC2-1466,Lambda,ap-southeast-1,Metadata info 1466,Prod,SHIELD,Stark
res-1467,S3-1467,DynamoDB,eu-west-1,Metadata info 1467,Test,,Murdock
res-1468,CloudFront-1468,ECS,eu-west-1,Metadata info 1468,Prod,Starforce,Castle
res-1469,DynamoDB-1469,EC2,us-west-2,Metadata info 1469,Dev,SHIELD,Murdock
res-1470,EC2-1470,CloudWatch,eu-west-1,Metadata info 1470,Test,Starforce,
res-1471,ECS-1471,DynamoDB,us-east-1,Metadata info 1471,Test,,
res-1472,EC2-1472,EC2,eu-west-1,Metadata info 1472,Dev,Hydra,Castle
res-1473,EC2-1473,S3,ap-southeast-1,Metadata info 1473,Test,Starforce,Banner
res-1474,Lambda-1474,RDS,eu-west-1,Metadata info 1474,Dev,Hydra,Stark
res-1475,CloudWatch-1475,RDS,eu-west-1,Metadata info 1475,Prod,,Castle
res-1476,EC2-1476,DynamoDB,eu-west-1,Metadata info 1476,,,Danvers
res-1477,RDS-1477,Lambda,ap-southeast-1,Metadata info 1477,Dev,,Banner
res-1478,EC2-1478,CloudWatch,eu-west-1,Metadata info 1478,Prod,Avengers,Castle
res-1479,DynamoDB-1479,EC2,eu-west-1,Metadata info 1479,Test,SHIELD,Castle
res-1480,EC2-1480,ECS,ap-southeast-1,Metadata info 1480,Test,SHIELD,Danvers
res-1481,ECS-1481,S3,us-east-1,Metadata info 1481,Test,Starforce,Castle
res-1482,DynamoDB-1482,DynamoDB,us-west-2,Metadata info 1482,Prod,,Castle
res-1483,EC2-1483,EC2,eu-west-1,Metadata info 1483,Test,,Castle
res-1484,ECS-1484,CloudFront,us-east-1,Metadata info 1484,Test,SHIELD,Stark
res-1485,RDS-1485,ECS,ap-southeast-1,Metadata info 1485,,Hydra,Stark
res-1486,EC2-1486,S3,ap-southeast-1,Metadata info 1486,Dev,Avengers,Banner
res-1487,CloudWatch-1487,DynamoDB,ap-southeast-1,Metadata info 1487,Test,SHIELD,Danvers
res-1488,RDS-1488,ECS,us-east-1,Metadata info 1488,Dev,Starforce,Murdock
res-1489,CloudFront-1489,ECS,ap-southeast-1,Metadata info 1489,Test,Hydra,Murdock
res-1490,EC2-1490,RDS,us-west-2,Metadata info 1490,Test,Hydra,
res-1491,ECS-1491,CloudWatch,us-west-2,Metadata info 1491,Prod,Starforce,Banner
res-1492,S3-1492,CloudFront,ap-southeast-1,Metadata info 1492,Dev,SHIELD,Murdock
res-1493,CloudFront-1493,DynamoDB,ap-southeast-1,Metadata info 1493,Test,Starforce,
res-1494,ECS-1494,DynamoDB,ap-southeast-1,Metadata info 1494,,,
res-1495,Lambda-1495,ECS,us-west-2,Metadata info 1495,,Starforce,Castle
res-1496,DynamoDB-1496,Lambda,us-east-1,Metadata info 1496,Dev,SHIELD,Danvers
res-1497,CloudFront-1497,Lambda,ap-southeast-1,Metadata info 1497,Dev,SHIELD,Stark
res-1498,Lambda-1498,EC2,us-east-1,Metadata info 1498,,Avengers,Stark
res-1499,ECS-1499,EC2,us-west-2,Metadata info 1499,Dev,Hydra,Murdock
res-1500,EC2-1500,ECS,eu-west-1,Metadata info 1500,Prod,Starforce,Banner
